    PID TTY      STAT   TIME COMMAND
     61 ?        S      0:00 [cpuhp/9]
     62 ?        S      0:07 [migration/9]
     63 ?        S      9:37 [ksoftirqd/9]
     65 ?        I<     0:00 [kworker/9:0H-events_highpri]
     66 ?        S      0:00 [cpuhp/10]
     67 ?        S      0:07 [migration/10]
     68 ?        S      9:25 [ksoftirqd/10]
     70 ?        I<     0:00 [kworker/10:0H-events_highpri]
     71 ?        S      0:00 [cpuhp/11]
     72 ?        S      0:07 [migration/11]
     73 ?        S      9:19 [ksoftirqd/11]
     75 ?        I<     0:00 [kworker/11:0H-events_highpri]
     76 ?        S      0:00 [cpuhp/12]
     77 ?        S      0:07 [migration/12]
     78 ?        S      9:17 [ksoftirqd/12]
     80 ?        I<     0:00 [kworker/12:0H-events_highpri]
     81 ?        S      0:00 [cpuhp/13]
     82 ?        S      0:07 [migration/13]
     83 ?        S      9:25 [ksoftirqd/13]
     85 ?        I<     0:00 [kworker/13:0H-events_highpri]
     86 ?        S      0:00 [cpuhp/14]
     87 ?        S      0:07 [migration/14]
     88 ?        S      9:17 [ksoftirqd/14]
     90 ?        I<     0:00 [kworker/14:0H-events_highpri]
     91 ?        S      0:00 [cpuhp/15]
     92 ?        S      0:07 [migration/15]
     93 ?        S      9:12 [ksoftirqd/15]
     95 ?        I<     0:00 [kworker/15:0H-events_highpri]
     96 ?        S      0:00 [cpuhp/16]
     97 ?        S      0:05 [migration/16]
     98 ?        S      9:27 [ksoftirqd/16]
    100 ?        I<     0:00 [kworker/16:0H-events_highpri]
    101 ?        S      0:00 [cpuhp/17]
    102 ?        S      0:05 [migration/17]
    103 ?        S      9:31 [ksoftirqd/17]
    105 ?        I<     0:00 [kworker/17:0H-events_highpri]
    106 ?        S      0:00 [cpuhp/18]
    107 ?        S      0:05 [migration/18]
    108 ?        S      9:28 [ksoftirqd/18]
    110 ?        I<     0:00 [kworker/18:0H-events_highpri]
    111 ?        S      0:00 [cpuhp/19]
    112 ?        S      0:05 [migration/19]
    113 ?        S      9:27 [ksoftirqd/19]
    115 ?        I<     0:00 [kworker/19:0H-events_highpri]
    116 ?        S      0:00 [cpuhp/20]
    117 ?        S      0:05 [migration/20]
    118 ?        S      9:32 [ksoftirqd/20]
    120 ?        I<     0:00 [kworker/20:0H-events_highpri]
    121 ?        S      0:00 [cpuhp/21]
    122 ?        S      0:05 [migration/21]
    123 ?        S      9:33 [ksoftirqd/21]
    125 ?        I<     0:00 [kworker/21:0H-events_highpri]
    126 ?        S      0:00 [cpuhp/22]
    127 ?        S      0:05 [migration/22]
    128 ?        S      9:51 [ksoftirqd/22]
    130 ?        I<     0:00 [kworker/22:0H-events_highpri]
    131 ?        S      0:00 [cpuhp/23]
    132 ?        S      0:05 [migration/23]
    133 ?        S      9:45 [ksoftirqd/23]
    135 ?        I<     0:00 [kworker/23:0H-events_highpri]
    136 ?        S      0:00 [cpuhp/24]
    137 ?        S      0:05 [migration/24]
    138 ?        S      9:49 [ksoftirqd/24]
    140 ?        I<     0:00 [kworker/24:0H-events_highpri]
    141 ?        S      0:00 [cpuhp/25]
    142 ?        S      0:05 [migration/25]
    143 ?        S      9:52 [ksoftirqd/25]
    145 ?        I<     0:00 [kworker/25:0H-events_highpri]
    146 ?        S      0:00 [cpuhp/26]
    147 ?        S      0:05 [migration/26]
    148 ?        S      9:50 [ksoftirqd/26]
    150 ?        I<     0:00 [kworker/26:0H-events_highpri]
    151 ?        S      0:00 [cpuhp/27]
    152 ?        S      0:05 [migration/27]
    153 ?        S      9:52 [ksoftirqd/27]
    155 ?        I<     0:00 [kworker/27:0H-events_highpri]
    156 ?        S      0:00 [cpuhp/28]
    157 ?        S      0:05 [migration/28]
    158 ?        S      9:55 [ksoftirqd/28]
    160 ?        I<     0:00 [kworker/28:0H-events_highpri]
    161 ?        S      0:00 [cpuhp/29]
    162 ?        S      0:05 [migration/29]
    163 ?        S      9:53 [ksoftirqd/29]
    165 ?        I<     0:00 [kworker/29:0H-events_highpri]
    166 ?        S      0:00 [cpuhp/30]
    167 ?        S      0:05 [migration/30]
    168 ?        S      9:59 [ksoftirqd/30]
    170 ?        I<     0:00 [kworker/30:0H-events_highpri]
    171 ?        S      0:00 [cpuhp/31]
    172 ?        S      0:05 [migration/31]
    173 ?        S      9:51 [ksoftirqd/31]
    175 ?        I<     0:00 [kworker/31:0H-events_highpri]
    208 ?        S      0:00 [kdevtmpfs]
    209 ?        I<     0:00 [inet_frag_wq]
    210 ?        S      0:00 [kauditd]
    214 ?        S      0:00 [khungtaskd]
    215 ?        S      0:00 [oom_reaper]
    216 ?        I<     0:00 [writeback]
    217 ?        S      4:37 [kcompactd0]
    218 ?        S      4:24 [kcompactd1]
    219 ?        SN     0:00 [ksmd]
    220 ?        SN     1:48 [khugepaged]
    221 ?        I<     0:00 [kintegrityd]
    222 ?        I<     0:00 [kblockd]
    223 ?        I<     0:00 [blkcg_punt_bio]
    224 ?        I<     0:00 [tpm_dev_wq]
    225 ?        I<     0:00 [edac-poller]
    226 ?        I<     0:00 [devfreq_wq]
    228 ?        I<     0:09 [kworker/0:1H-kblockd]
    230 ?        S      3:25 [kswapd0]
    231 ?        S      4:25 [kswapd1]
    265 ?        I<     0:00 [kthrotld]
    267 ?        I<     0:00 [acpi_thermal_pm]
    268 ?        I<     0:00 [mld]
    269 ?        I<     0:00 [ipv6_addrconf]
    274 ?        I<     0:00 [kstrp]
    279 ?        I<     0:00 [zswap-shrink]
    280 ?        I<     0:00 [kworker/u67:0]
    326 ?        I<     0:05 [kworker/31:1H-kblockd]
    337 ?        I<     0:10 [kworker/23:1H-kblockd]
    338 ?        I<     0:03 [kworker/19:1H-kblockd]
    340 ?        I<     0:07 [kworker/1:1H-kblockd]
    341 ?        I<     0:05 [kworker/30:1H-kblockd]
    342 ?        I<     0:05 [kworker/2:1H-kblockd]
    343 ?        I<     0:03 [kworker/4:1H-kblockd]
    344 ?        I<     0:44 [kworker/22:1H-kblockd]
    345 ?        I<     0:07 [kworker/8:1H-kblockd]
    347 ?        I<     0:02 [kworker/21:1H-kblockd]
    350 ?        I<     0:07 [kworker/9:1H-kblockd]
    358 ?        I<     0:04 [kworker/3:1H-kblockd]
    363 ?        I<     0:03 [kworker/17:1H-kblockd]
    375 ?        I<     0:03 [kworker/5:1H-kblockd]
    377 ?        I<     0:03 [kworker/18:1H-kblockd]
    378 ?        I<     0:02 [kworker/7:1H-kblockd]
    379 ?        I<     0:02 [kworker/6:1H-kblockd]
    381 ?        I<     0:03 [kworker/16:1H-kblockd]
    384 ?        I<     0:05 [kworker/27:1H-kblockd]
    385 ?        I<     0:02 [kworker/20:1H-kblockd]
    390 ?        I<     0:06 [kworker/10:1H-kblockd]
    391 ?        I<     0:06 [kworker/11:1H-kblockd]
    392 ?        I<     0:06 [kworker/12:1H-kblockd]
    393 ?        I<     0:05 [kworker/26:1H-kblockd]
    394 ?        I<     0:06 [kworker/25:1H-kblockd]
    395 ?        I<     0:06 [kworker/13:1H-kblockd]
    396 ?        I<     0:05 [kworker/15:1H-kblockd]
    397 ?        I<     0:05 [kworker/29:1H-kblockd]
    398 ?        I<     0:05 [kworker/14:1H-kblockd]
    406 ?        I<     0:06 [kworker/24:1H-kblockd]
    416 ?        I<     0:05 [kworker/28:1H-kblockd]
    417 ?        I<     0:00 [nvme-wq]
    418 ?        I<     0:00 [nvme-reset-wq]
    419 ?        I<     0:00 [nvme-delete-wq]
    420 ?        I<     0:00 [ata_sff]
    422 ?        S      0:00 [scsi_eh_0]
    423 ?        I<     0:00 [scsi_tmf_0]
    424 ?        S      0:00 [scsi_eh_1]
    425 ?        I<     0:00 [scsi_tmf_1]
    426 ?        S      0:00 [scsi_eh_2]
    427 ?        I<     0:00 [scsi_tmf_2]
    428 ?        S      0:00 [scsi_eh_3]
    429 ?        I<     0:00 [scsi_tmf_3]
    430 ?        S      0:00 [scsi_eh_4]
    431 ?        I<     0:00 [scsi_tmf_4]
    432 ?        S      0:00 [scsi_eh_5]
    433 ?        I<     0:00 [scsi_tmf_5]
    434 ?        S      0:00 [scsi_eh_6]
    435 ?        I<     0:00 [scsi_tmf_6]
    436 ?        S      0:00 [scsi_eh_7]
    437 ?        I<     0:00 [scsi_tmf_7]
    438 ?        S      0:00 [scsi_eh_8]
    439 ?        I<     0:00 [scsi_tmf_8]
    440 ?        S      0:00 [scsi_eh_9]
    441 ?        I<     0:00 [scsi_tmf_9]
    484 ?        S      4:38 [jbd2/sda1-8]
    485 ?        I<     0:00 [ext4-rsv-conver]
    532 ?        Ss     0:52 /lib/systemd/systemd-journald
    564 ?        Ss     0:08 /lib/systemd/systemd-udevd
    682 ?        S      0:00 [watchdogd]
    684 ?        S      0:00 [nv_queue]
    685 ?        S      0:00 [nv_queue]
    686 ?        I<     0:00 [ipmi-msghandler]
    689 ?        S      0:00 [nv_open_q]
    713 ?        SN     0:00 [kipmi0]
    715 ?        I<     0:00 [cryptd]
    716 ?        S      0:00 [nvidia-modeset/kthread_q]
    717 ?        S      0:00 [nvidia-modeset/deferred_close_kthread_q]
    750 ?        Ssl    0:05 /lib/systemd/systemd-timesyncd
    840 ?        Ss     0:00 dhclient -4 -v -i -pf /run/dhclient.eno2.pid -lf /var/lib/dhcp/dhclient.eno2.leases -I -df /var/lib/dhcp/dhclient6.eno2.leases eno2
    858 ?        Ss     0:03 /usr/sbin/cron -f
    860 ?        Ss     0:05 /usr/bin/dbus-daemon --system --address=systemd: --nofork --nopidfile --systemd-activation --syslog-only
    865 ?        Ss     0:03 /lib/systemd/systemd-logind
    869 tty1     Ss+    0:00 /sbin/agetty -o -p -- \u --noclear - linux
    872 ?        S<    12:06 /usr/sbin/atopacctd
    874 ?        Ss     0:01 /usr/bin/nvidia-persistenced --user nvpd
    890 ?        S      0:00 [irq/118-nvidia]
    891 ?        S      0:00 [nvidia]
    892 ?        S      0:00 [nv_queue]
    986 ?        Ss     0:03 /lib/systemd/systemd --user
    987 ?        S      0:00 (sd-pam)
   1144 ?        S      1:22 [jbd2/nvme0n1p1-8]
   1145 ?        I<     0:00 [ext4-rsv-conver]
   1149 ?        I<     0:00 [btrfs-worker]
   1150 ?        I<     0:00 [btrfs-worker-hi]
   1151 ?        I<     0:00 [btrfs-delalloc]
   1152 ?        I<     0:00 [btrfs-flush_del]
   1153 ?        I<     0:00 [btrfs-cache]
   1154 ?        I<     0:00 [btrfs-fixup]
   1155 ?        I<     0:00 [btrfs-endio]
   1156 ?        I<     0:00 [btrfs-endio-met]
   1157 ?        I<     0:00 [btrfs-endio-rai]
   1158 ?        I<     0:00 [btrfs-rmw]
   1159 ?        I<     0:00 [btrfs-endio-wri]
   1160 ?        I<     0:00 [btrfs-compresse]
   1161 ?        I<     0:00 [btrfs-freespace]
   1162 ?        I<     0:00 [btrfs-delayed-m]
   1163 ?        I<     0:00 [btrfs-qgroup-re]
   1165 ?        S      0:04 [btrfs-cleaner]
   1166 ?        S     28:50 [btrfs-transaction]
   1260 ?        Ss     0:04 SCREEN
   1261 pts/2    Ss+    0:00 /bin/bash
 522376 ?        Ss     0:00 sshd: /usr/sbin/sshd -D [listener] 0 of 10-100 startups
 592568 ?        I<     0:00 [kworker/u69:3-btrfs-worker-high]
 620609 ?        I      0:00 [kworker/22:2-mm_percpu_wq]
 825452 ?        I      0:00 [kworker/10:2-events]
1072777 ?        I      0:00 [kworker/7:1-rcu_par_gp]
1160837 pts/3    Ss     0:00 /bin/bash
1160838 pts/3    S      0:00 su - tomas
1160839 pts/3    S      0:03 -bash
1172471 ?        I      0:00 [kworker/6:2-events]
1195950 ?        I      0:00 [kworker/27:1-events]
1223914 ?        I      0:00 [kworker/8:1-events]
1278303 ?        I      0:00 [kworker/12:2-mm_percpu_wq]
1374495 ?        I      0:00 [kworker/29:1-wg-crypt-wg0]
1374496 ?        I      0:00 [kworker/27:2-mm_percpu_wq]
1428876 ?        I      0:00 [kworker/2:0-wg-crypt-wg0]
1428895 ?        I      0:00 [kworker/9:0-mm_percpu_wq]
1473084 ?        I      0:00 [kworker/13:0-rcu_gp]
1525096 ?        I      0:00 [kworker/3:1-mm_percpu_wq]
1579591 ?        I      0:00 [kworker/17:0-events]
1579592 ?        I      0:00 [kworker/16:2-events]
1623968 ?        I      0:00 [kworker/21:0-rcu_par_gp]
1623986 ?        I      0:00 [kworker/3:2-mm_percpu_wq]
1675985 ?        I      0:00 [kworker/30:0-wg-crypt-wg0]
1676012 ?        I      0:00 [kworker/11:0-rcu_gp]
1730670 ?        I      0:00 [kworker/25:2-rcu_gp]
1730678 ?        I      0:00 [kworker/28:2-mm_percpu_wq]
1732140 pts/3    S+     0:10 /usr/bin/bash -x ./run.sh new
1773926 ?        I      0:00 [kworker/9:2-events]
1773927 ?        I      0:00 [kworker/11:1-mm_percpu_wq]
1774038 ?        I      0:00 [kworker/5:0-mm_percpu_wq]
1774067 ?        I      0:00 [kworker/4:1-events]
1792921 ?        I      0:08 [kworker/u64:1-ext4-rsv-conversion]
1813496 ?        I      0:00 [kworker/26:2-rcu_gp]
1827083 ?        I      0:00 [kworker/19:0-mm_percpu_wq]
1827084 ?        I      0:00 [kworker/23:0-mm_percpu_wq]
1827112 ?        I      0:00 [kworker/5:1-mm_percpu_wq]
1840649 ?        I      0:00 [kworker/30:2-events]
1876483 ?        I      0:08 [kworker/u64:0-ext4-rsv-conversion]
1881789 ?        I      0:00 [kworker/15:2-events]
1881790 ?        I      0:00 [kworker/24:2-rcu_par_gp]
1881816 ?        I      0:00 [kworker/4:2-events]
1881823 ?        I      0:00 [kworker/31:0-wg-crypt-wg0]
1940219 ?        I<     0:00 [kworker/u68:1-btrfs-worker-high]
1940220 ?        I<     0:00 [kworker/u68:3-btrfs-worker-high]
2011393 ?        I      0:00 [kworker/1:1-wg-crypt-wg0]
2011420 ?        I      0:00 [kworker/17:1-mm_percpu_wq]
2011427 ?        I      0:00 [kworker/26:0-mm_percpu_wq]
2073161 ?        S<Ls   0:58 /usr/bin/atop -w /var/log/atop/atop_20240811 600
2199442 ?        I      0:03 [kworker/u65:2-flush-btrfs-3]
2219697 ?        I      0:00 [kworker/31:1-mm_percpu_wq]
2219721 ?        I      0:00 [kworker/28:0]
2428294 ?        I      0:00 [kworker/14:0-rcu_par_gp]
2428295 ?        I      0:00 [kworker/13:1-mm_percpu_wq]
2428390 ?        I      0:00 [kworker/0:2-wg-crypt-wg0]
2428399 ?        I      0:00 [kworker/18:1-mm_percpu_wq]
2428423 ?        I      0:00 [kworker/23:2-mm_percpu_wq]
2636332 ?        I      0:00 [kworker/7:0-events]
2636333 ?        I      0:00 [kworker/16:0-mm_percpu_wq]
2636417 ?        I      0:00 [kworker/12:1-mm_percpu_wq]
2636443 ?        I      0:00 [kworker/6:0-mm_percpu_wq]
2844890 ?        I      0:00 [kworker/21:1-mm_percpu_wq]
2844898 ?        I      0:00 [kworker/20:1-rcu_gp]
2844924 ?        I      0:00 [kworker/25:0-events]
2976739 ?        S      0:00 [jbd2/sdb1-8]
2976740 ?        I<     0:00 [ext4-rsv-conver]
2977428 ?        I      0:00 [kworker/10:0-mm_percpu_wq]
3053381 ?        I      0:00 [kworker/14:1-events]
3053382 ?        I      0:00 [kworker/15:1-mm_percpu_wq]
3053438 ?        I      0:00 [kworker/22:1-mm_percpu_wq]
3053471 ?        I      0:00 [kworker/2:2-events]
3053478 ?        I      0:00 [kworker/1:0-mm_percpu_wq]
3053499 ?        I      0:00 [kworker/8:0]
3103204 ?        I      0:00 [kworker/u66:0-btrfs-worker]
3140955 ?        I      0:00 [kworker/u65:0-flush-8:0]
3154174 ?        I      0:00 [kworker/u66:1-btrfs-worker]
3167838 ?        I      0:00 [kworker/24:0-mm_percpu_wq]
3167846 ?        I      0:00 [kworker/29:2-events]
3167856 ?        I<     0:00 [wg-crypt-wg0]
3167865 ?        I      0:00 [kworker/0:0-events]
3167866 ?        I      0:00 [kworker/18:0]
3167873 ?        I      0:00 [kworker/20:0-mm_percpu_wq]
3167881 ?        I      0:00 [kworker/19:1]
3167884 ?        I      0:00 [kworker/u66:2-btrfs-worker]
3181812 ?        I      0:00 [kworker/u65:1-btrfs-endio-write]
3195246 ?        I      0:00 [kworker/u66:3-writeback]
3195348 ?        I      0:00 [kworker/u65:3]
3201421 ?        I      0:00 [kworker/u64:2-ext4-rsv-conversion]
3208699 ?        Ss     0:01 /mnt/data/builds/star-no-no-no-4096-32768-100-1723406172/bin/postgres -D /mnt/pgdata/data-test
3208700 ?        Ss     0:00 postgres: checkpointer 
3208701 ?        Ss     0:00 postgres: background writer 
3208703 ?        Ss     0:00 postgres: walwriter 
3208704 ?        Ss     0:00 postgres: autovacuum launcher 
3208705 ?        Ss     0:00 postgres: logical replication launcher 
3208708 pts/3    R+     0:00 ps ax
3298828 ?        I<     0:00 [kworker/u69:0-btrfs-worker-high]
